3C-assembly_contig_1129, unplaced_0313_contig_1129
3C-assembly_contig_460, unplaced_0314_contig_460
3C-assembly_contig_432, unplaced_0315_contig_432
3C-assembly_contig_1032, unplaced_0316_contig_1032
3C-assembly_contig_977, unplaced_0317_contig_977
3C-assembly_contig_320, unplaced_0318_contig_320
3C-assembly_contig_429, unplaced_0319_contig_429
3C-assembly_contig_212, unplaced_0320_contig_212
3C-assembly_contig_1056, unplaced_0321_contig_1056
3C-assembly_contig_23, unplaced_0322_contig_23
3C-assembly_contig_695, unplaced_0323_contig_695
3C-assembly_contig_975, unplaced_0324_contig_975
3C-assembly_contig_301, unplaced_0325_contig_301
3C-assembly_contig_858, unplaced_0326_contig_858
3C-assembly_contig_717, unplaced_0327_contig_717
3C-assembly_contig_664, unplaced_0328_contig_664
3C-assembly_contig_617, unplaced_0329_contig_617
3C-assembly_contig_1176, unplaced_0330_contig_1176
3C-assembly_contig_1118, unplaced_0331_contig_1118
3C-assembly_contig_47, unplaced_0332_contig_47
3C-assembly_contig_1127, unplaced_0333_contig_1127
3C-assembly_contig_1126, unplaced_0334_contig_1126
3C-assembly_contig_46, unplaced_0335_contig_46
3C-assembly_contig_129, unplaced_0336_contig_129
3C-assembly_contig_410, unplaced_0337_contig_410
3C-assembly_contig_6, unplaced_0338_contig_6
3C-assembly_contig_254, unplaced_0339_contig_254
3C-assembly_contig_1049, unplaced_0340_contig_1049
3C-assembly_contig_68, unplaced_0341_contig_68
3C-assembly_contig_1079, unplaced_0342_contig_1079
3C-assembly_contig_951, unplaced_0343_contig_951
3C-assembly_contig_920, unplaced_0344_contig_920
3C-assembly_contig_1200, unplaced_0345_contig_1200
3C-assembly_contig_516, unplaced_0346_contig_516
3C-assembly_contig_62, unplaced_0347_contig_62
3C-assembly_contig_43, unplaced_0348_contig_43
3C-assembly_contig_962, unplaced_0349_contig_962
3C-assembly_contig_750, unplaced_0350_contig_750
3C-assembly_contig_1047, unplaced_0351_contig_1047
3C-assembly_contig_459, unplaced_0352_contig_459
3C-assembly_contig_287, unplaced_0353_contig_287
3C-assembly_contig_24, unplaced_0354_contig_24
3C-assembly_contig_738, unplaced_0355_contig_738
3C-assembly_contig_406, unplaced_0356_contig_406
3C-assembly_contig_745, unplaced_0357_contig_745
3C-assembly_contig_64, unplaced_0358_contig_64
3C-assembly_contig_1039, unplaced_0359_contig_1039
3C-assembly_contig_1097, unplaced_0360_contig_1097
3C-assembly_contig_114, unplaced_0361_contig_114
3C-assembly_contig_87, unplaced_0362_contig_87
3C-assembly_contig_587, unplaced_0363_contig_587
3C-assembly_contig_1059, unplaced_0364_contig_1059
3C-assembly_contig_1179, unplaced_0365_contig_1179
3C-assembly_contig_1051, unplaced_0366_contig_1051
3C-assembly_contig_219, unplaced_0367_contig_219
3C-assembly_contig_405, unplaced_0368_contig_405
3C-assembly_contig_72, unplaced_0369_contig_72
3C-assembly_contig_480, unplaced_0370_contig_480
3C-assembly_contig_863, unplaced_0371_contig_863
3C-assembly_contig_96, unplaced_0372_contig_96
3C-assembly_contig_113, unplaced_0373_contig_113
3C-assembly_contig_65, unplaced_0374_contig_65
3C-assembly_contig_79, unplaced_0375_contig_79
3C-assembly_contig_274, unplaced_0376_contig_274
3C-assembly_contig_142, unplaced_0377_contig_142
3C-assembly_contig_725, unplaced_0378_contig_725
3C-assembly_contig_81, unplaced_0379_contig_81
3C-assembly_contig_160, unplaced_0380_contig_160
3C-assembly_contig_1135, unplaced_0381_contig_1135
3C-assembly_contig_5, unplaced_0382_contig_5
3C-assembly_contig_77, unplaced_0383_contig_77
3C-assembly_contig_69, unplaced_0384_contig_69
3C-assembly_contig_1146, unplaced_0385_contig_1146
3C-assembly_contig_845, unplaced_0386_contig_845
3C-assembly_contig_82, unplaced_0387_contig_82
3C-assembly_contig_710, unplaced_0388_contig_710
3C-assembly_contig_316, unplaced_0389_contig_316
3C-assembly_contig_237, unplaced_0390_contig_237
3C-assembly_contig_919, unplaced_0391_contig_919
3C-assembly_contig_226, unplaced_0392_contig_226
3C-assembly_contig_31, unplaced_0393_contig_31
3C-assembly_contig_132, unplaced_0394_contig_132
3C-assembly_contig_438, unplaced_0395_contig_438
3C-assembly_contig_1113, unplaced_0396_contig_1113
3C-assembly_contig_1158, unplaced_0397_contig_1158
3C-assembly_contig_123, unplaced_0398_contig_123
3C-assembly_contig_651, unplaced_0399_contig_651
3C-assembly_contig_1177, unplaced_0400_contig_1177
3C-assembly_contig_78, unplaced_0401_contig_78
3C-assembly_contig_1123, unplaced_0402_contig_1123
3C-assembly_contig_1004, unplaced_0403_contig_1004
3C-assembly_contig_1239, unplaced_0404_contig_1239
3C-assembly_contig_877, unplaced_0405_contig_877
3C-assembly_contig_1061, unplaced_0406_contig_1061
3C-assembly_contig_1083, unplaced_0407_contig_1083
3C-assembly_contig_324, unplaced_0408_contig_324
3C-assembly_contig_345, unplaced_0409_contig_345
3C-assembly_contig_1021, unplaced_0410_contig_1021
3C-assembly_contig_839, unplaced_0411_contig_839
3C-assembly_contig_724, unplaced_0412_contig_724
3C-assembly_contig_752, unplaced_0413_contig_752
3C-assembly_contig_499, unplaced_0414_contig_499
3C-assembly_contig_1168, unplaced_0415_contig_1168
3C-assembly_contig_1120, unplaced_0416_contig_1120
3C-assembly_contig_157, unplaced_0417_contig_157
3C-assembly_contig_753, unplaced_0418_contig_753
3C-assembly_contig_300, unplaced_0419_contig_300
3C-assembly_contig_291, unplaced_0420_contig_291
3C-assembly_contig_552, unplaced_0421_contig_552
3C-assembly_contig_361, unplaced_0422_contig_361
3C-assembly_contig_906, unplaced_0423_contig_906
3C-assembly_contig_112, unplaced_0424_contig_112
3C-assembly_contig_350, unplaced_0425_contig_350
3C-assembly_contig_820, unplaced_0426_contig_820
3C-assembly_contig_92, unplaced_0427_contig_92
3C-assembly_contig_917, unplaced_0428_contig_917
3C-assembly_contig_1290, unplaced_0429_contig_1290
3C-assembly_contig_843, unplaced_0430_contig_843
3C-assembly_contig_737, unplaced_0431_contig_737
3C-assembly_contig_39, unplaced_0432_contig_39
3C-assembly_contig_318, unplaced_0433_contig_318
3C-assembly_contig_762, unplaced_0434_contig_762
3C-assembly_contig_777, unplaced_0435_contig_777
3C-assembly_contig_1141, unplaced_0436_contig_1141
3C-assembly_contig_89, unplaced_0437_contig_89
3C-assembly_contig_950, unplaced_0438_contig_950
3C-assembly_contig_243, unplaced_0439_contig_243
3C-assembly_contig_1159, unplaced_0440_contig_1159
3C-assembly_contig_1092, unplaced_0441_contig_1092
3C-assembly_contig_1210, unplaced_0442_contig_1210
3C-assembly_contig_853, unplaced_0443_contig_853
3C-assembly_contig_842, unplaced_0444_contig_842
3C-assembly_contig_121, unplaced_0445_contig_121
3C-assembly_contig_369, unplaced_0446_contig_369
3C-assembly_contig_366, unplaced_0447_contig_366
